file,top_dir,bytes,sha256,parse_ok,schema_name,schema_version,has_graph,node_count,edge_count,evidence_count
backups/it_50/khawrizm_graph_chunk_it_0036.json,backups,260,9977211ead93518488f8bbf6250511572a67b79f44c5540cc1b7460fb332bad8,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0037.json,backups,260,ce9bf362073be1cbfc6af9d1bb4e01ca2f6e277663d046215f60d01d62b4f4c9,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0038.json,backups,260,7d75695d78308632823ebf8591690bcc4d73a4c5168af33e0f9e77f99695827c,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0039.json,backups,260,335603a48e19250cd690c18085aa3d759a482b1e07e4ab210752d00ba1c76d23,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0040.json,backups,260,b7ff2b35cef26ebf1181a651c800c89ff0a6e9392adaf1880d3576b2effdf2da,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0041.json,backups,260,cd0991db50d3ca293526dd875f02d7272085bf78fa8410dcce57669751f0453b,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0042.json,backups,260,140b277faad808b9bddd4f11ea90facc39ede58c46dd7a35c6c6e528d83298f4,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0043.json,backups,260,c2e3cf26e4391e86632c2abf7e63428857abbe1fdc4fcf9ea5218f5de827360b,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0044.json,backups,260,125d84a98b514a62aa84205d3095377fdf1465b83ddfb8ed794f18711af42576,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0045.json,backups,260,905617015c325c038e4d1720d16e17508e99a1e94506c7e37333d1ff2e870a4f,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0046.json,backups,260,3797e720faede9d90e86a395b5a0c1bf9a68dbd2325549be54769d1f72cd89bd,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0047.json,backups,260,49dc51b99b6f9906174c022d6022e30d81b5bbb92563209774bbad7e3395824e,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0048.json,backups,260,0d775f6a4bf778d6e376d539149a8803cfe0f8fbb14746f56b3f8f731968f94a,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0049.json,backups,260,e0704b55cc30aabb5c93bd81dd42bdd286e712c4a64ca83d098bc4b5d10cf3c0,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0050.json,backups,260,29f466e6b97bfa7660a389459974f97b6efa82f192e0fa1adf5dd96f9bc76a72,True,,1.0.0,True,0,0,0
backups/manifest_backup_100.json,backups,265,0e4f184b1062e1cbf2be6bba321ca5608c697536f33b6fdfe7e2ec104de97049,True,,,False,0,0,0
chunks/khawrizm_graph_chunk_0001.json,chunks,3258,2a0c23d410c274d8999e34333f223b1a395ac8f728aeabb3a40b67e138aa8bb7,True,sovereign_knowledge_graph,1.0.0,True,5,5,1
chunks/khawrizm_graph_chunk_0002.json,chunks,3884,fe1529f7af81e7ace14f27f4344a24082dede6099c2eac6c090b78d14f47c174,True,sovereign_knowledge_graph,1.0.0,True,6,7,2
chunks/khawrizm_graph_chunk_0003.json,chunks,3348,3bfd014411acc2e09414414828add0deed40001c47f349ba8c7e9269e4f3f173,True,sovereign_knowledge_graph,1.0.0,True,5,5,2
chunks/khawrizm_graph_chunk_0004.json,chunks,3502,270027369824471657474fe31a7065c7d8484bc6989d7e4c050aa54492121cad,True,sovereign_knowledge_graph,1.0.0,True,5,5,2
chunks/khawrizm_graph_chunk_0005.json,chunks,3780,c022942443e714d1c1ca7ba34f01ec952d4b2706e2867cbf3bc993d94f90a27b,True,sovereign_knowledge_graph,1.0.0,True,5,5,3
chunks/khawrizm_graph_chunk_0006.json,chunks,3686,218d7419e527581d881a7bf4e24c06afb5d3fbd4c887ca0dd6bff91da9c4a21d,True,sovereign_knowledge_graph,1.0.0,True,5,5,3
chunks/khawrizm_graph_chunk_0007.json,chunks,3998,085c31d4492903a3417fb8a848550005815f4d27d47c80acc251939177d5cb13,True,sovereign_knowledge_graph,1.0.0,True,5,5,4
chunks/khawrizm_graph_chunk_0008.json,chunks,4112,79dd6cae6a6522a6231bfdf0ceb046ef664ac9267f6b63ec0c341c44be19a145,True,sovereign_knowledge_graph,1.0.0,True,5,5,4
chunks/khawrizm_graph_chunk_0009.json,chunks,4225,3e2bfeebc2d21d89a3234c04d1c9e55d15cb6dc0e7c2f01a958f2768cea81702,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0010.json,chunks,4322,9c83584d5e6778c3ad909967ec1175bddbf6c1a0849fc01c7ec3bf9079787b57,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0011.json,chunks,3943,39f8f2cadac882e81ac369ddb8466429f41d46dfe2115c6ccb46a593dce27084,True,sovereign_knowledge_graph,1.0.0,True,5,5,3
chunks/khawrizm_graph_chunk_0012.json,chunks,3942,04e3cf556c151d85a6d5f9400a7d4fccf0017b937531ade4f74163d3c0150f0e,True,sovereign_knowledge_graph,1.0.0,True,5,5,3
chunks/khawrizm_graph_chunk_0013.json,chunks,4330,70fbfd53d61384136169f5ec7ed82afbd99885a063a9cc9dfab1b6cf0f3873f1,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0014.json,chunks,4471,3f07ef69c49c4e4bf559a9602a8d6012e21f02c63ccdd3a77984a50790ce2517,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0015.json,chunks,4248,ba5dffe29b3322b97fe20e4df6e73636b935de5ca51421f38816c50c03556766,True,sovereign_knowledge_graph,1.0.0,True,5,5,4
chunks/khawrizm_graph_chunk_0016.json,chunks,4631,3a15acdb4356ad1d1f6c5d1b82c8f52703d8f6ec2a617860e001911c35803edd,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0017.json,chunks,4662,fb2895ef63f75172704873a7e9a478f911b3e50c2ac84319dfa49f11ff97f3a9,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0018.json,chunks,4573,fecbb0e949139cf929f221c338e90c094d58f4852b71eb973abf0eeefb1cbf91,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0019.json,chunks,4489,8143e9c7787152d55534ae440373ddf39b3d9b4b08807018878c0eac6963ab16,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0020.json,chunks,4558,f0115c3da01eb9326a1e1738cc2366ca652aea370bc77505186e474a2e64fce2,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0021.json,chunks,4609,0bb36c815f5e892682d97aca10df16e051d77a009bfd3e08af88d5f458edbdb0,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0022.json,chunks,4355,18363fa5f40514044df141b486e7200b2ad4aa928cb85155ce0bdd8db7ce415d,True,sovereign_knowledge_graph,1.0.0,True,5,5,4
chunks/khawrizm_graph_chunk_0023.json,chunks,4570,907c3afe1c1f3201f452f7ad971fb1b9427e2b79d6162b5774a64ce15ca2a3f2,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0024.json,chunks,4649,e7624029e4820cde49201f1632825252ca6788a97a7833ab8c5f35514795c91e,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0025.json,chunks,4538,983f792918eb2d9371eb17e472a5716bd44c9ac8936cb4ceb350250214b4a9d1,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0026.json,chunks,4636,f88a2b5727f676550b8eeca4daf5a75e942311e32f12ee9820e5e8514abef6c3,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0027.json,chunks,4815,27dd6d68527517060589d5cae71a50b0a94b9417ac94eb613e7a7e59095fdf88,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0028.json,chunks,4590,8e1f220b0672cd4fb0c15a5f85844fe0e3e204f1bf1fa4b501325ec41543b8c3,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0029.json,chunks,4642,5dbdb3e3417ae88fcbb5b9e36f7d3bbeaa3625bb0942fade831d8a958335174b,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
chunks/khawrizm_graph_chunk_0030.json,chunks,4708,0e1b2dec687eccd49361d1d7ea2139cc2dca67455cc4aa3b88167453dcead435,True,sovereign_knowledge_graph,1.0.0,True,5,5,5
